center,left,right,steering,throttle,brake,speed
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_22_731.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_22_731.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_22_731.jpg,0.1090226,1.0,0.0,30.18982
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_27_138.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_27_138.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_27_138.jpg,0.2819549,1.0,0.0,30.18586
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_28_215.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_28_215.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_28_215.jpg,0.08646616,1.0,0.0,30.19056
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_33_452.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_33_452.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_33_452.jpg,0.06390978,1.0,0.0,30.19076
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_05_618.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_05_618.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_05_618.jpg,0.02255639,1.0,0.0,30.19031
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_31_943.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_31_943.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_31_943.jpg,-0.05263158,1.0,0.0,30.19021
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_53_832.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_53_832.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_53_832.jpg,-0.1353384,1.0,0.0,30.18995
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_27_643.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_27_643.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_27_643.jpg,-0.06015037,1.0,0.0,30.18988
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_02_931.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_02_931.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_02_931.jpg,0.3195489,1.0,0.0,30.18559
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_19_980.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_19_980.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_19_980.jpg,-0.09774436,1.0,0.0,30.19026
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_32_153.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_32_153.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_32_153.jpg,0.2030075,1.0,0.0,30.18959
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_13_252.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_13_252.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_13_252.jpg,-0.03383459,1.0,0.0,30.19025
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_52_328.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_52_328.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_52_328.jpg,-0.03759398,1.0,0.0,30.19062
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_37_094.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_37_094.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_37_094.jpg,-0.007518797,1.0,0.0,30.19031
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_30_687.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_30_687.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_30_687.jpg,0.1804511,1.0,0.0,30.18902
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_41_675.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_41_675.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_41_675.jpg,0.0,1.0,0.0,30.18985
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_02_15_251.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_02_15_251.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_02_15_251.jpg,0.2368421,1.0,0.0,30.18941
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_25_180.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_25_180.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_25_180.jpg,-0.02631579,1.0,0.0,30.19005
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_57_35_541.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_57_35_541.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_57_35_541.jpg,0.3,1.0,0.0,5.524001
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_58_18_444.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_58_18_444.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_58_18_444.jpg,0.007518797,1.0,0.0,30.19031
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_30_002.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_30_002.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_30_002.jpg,-0.1992481,1.0,0.0,30.18939
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_59_802.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_59_802.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_59_802.jpg,0.02631579,1.0,0.0,30.19025
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_08_217.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_08_217.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_08_217.jpg,-0.06015037,1.0,0.0,30.19059
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_57_44_432.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_57_44_432.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_57_44_432.jpg,0.2368421,1.0,0.0,30.18907
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_34_427.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_34_427.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_34_427.jpg,-0.07142857,1.0,0.0,30.19027
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_56_050.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_56_050.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_56_050.jpg,0.04135338,1.0,0.0,30.19028
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_58_28_183.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_58_28_183.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_58_28_183.jpg,0.04135338,1.0,0.0,30.19136
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_02_844.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_02_844.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_02_844.jpg,0.07894737,1.0,0.0,30.19008
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_17_651.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_17_651.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_17_651.jpg,-0.2105263,1.0,0.0,30.19254
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_58_03_378.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_58_03_378.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_58_03_378.jpg,0.2067669,1.0,0.0,30.18918
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_26_320.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_26_320.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_26_320.jpg,0.1278196,1.0,0.0,30.18956
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_50_752.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_50_752.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_50_752.jpg,-0.1691729,1.0,0.0,30.18962
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_14_277.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_14_277.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_14_277.jpg,-0.2105263,1.0,0.0,30.189
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_00_573.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_00_573.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_00_573.jpg,-0.003759398,1.0,0.0,30.19029
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_22_637.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_22_637.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_22_637.jpg,-0.003759398,1.0,0.0,30.19047
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_58_658.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_58_658.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_58_658.jpg,0.01503759,1.0,0.0,30.19029
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_25_654.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_25_654.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_25_654.jpg,-0.1052632,1.0,0.0,11.97635
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_34_430.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_34_430.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_34_430.jpg,-0.09774436,1.0,0.0,30.19009
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_44_404.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_44_404.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_44_404.jpg,0.02255639,1.0,0.0,30.19033
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_01_10_838.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_01_10_838.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_01_10_838.jpg,0.06390978,1.0,0.0,30.19083
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_28_780.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_28_780.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_28_780.jpg,0.07518797,1.0,0.0,30.18984
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_57_54_833.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_57_54_833.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_57_54_833.jpg,-0.1390978,1.0,0.0,30.1902
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_38_443.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_38_443.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_38_443.jpg,-0.03759398,1.0,0.0,30.19033
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_01_51_756.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_01_51_756.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_01_51_756.jpg,0.08270676,1.0,0.0,30.19
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_02_19_573.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_02_19_573.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_02_19_573.jpg,0.01503759,1.0,0.0,30.19022
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_29_839.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_29_839.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_29_839.jpg,0.05639098,1.0,0.0,30.1903
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_30_923.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_30_923.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_30_923.jpg,0.2105263,1.0,0.0,30.1894
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_11_470.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_11_470.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_11_470.jpg,-0.131579,1.0,0.0,30.18964
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_53_382.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_53_382.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_53_382.jpg,0.08270676,1.0,0.0,30.19021
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_39_904.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_39_904.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_39_904.jpg,-0.01879699,1.0,0.0,30.19029
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_01_48_237.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_01_48_237.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_01_48_237.jpg,0.05639098,1.0,0.0,30.19022
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_56_202.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_56_202.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_56_202.jpg,-0.07142857,1.0,0.0,30.19011
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_02_15_394.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_02_15_394.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_02_15_394.jpg,0.2368421,1.0,0.0,30.18876
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_15_446.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_15_446.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_15_446.jpg,-0.1015038,1.0,0.0,30.18959
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_50_951.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_50_951.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_50_951.jpg,0.09774436,1.0,0.0,30.18855
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_26_641.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_26_641.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_26_641.jpg,0.1917293,1.0,0.0,30.18635
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_58_33_384.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_58_33_384.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_58_33_384.jpg,0.03007519,1.0,0.0,30.19049
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_50_476.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_50_476.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_50_476.jpg,-0.1691729,1.0,0.0,30.18925
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_57_40_671.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_57_40_671.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_57_40_671.jpg,0.01879699,1.0,0.0,30.19018
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_18_491.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_18_491.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_18_491.jpg,-0.0112782,1.0,0.0,30.1903
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_38_192.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_38_192.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_38_192.jpg,0.07518797,1.0,0.0,30.19017
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_48_314.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_48_314.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_48_314.jpg,0.04887218,1.0,0.0,30.19018
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_57_39_542.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_57_39_542.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_57_39_542.jpg,0.1165414,1.0,0.0,30.18932
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_01_43_076.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_01_43_076.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_01_43_076.jpg,0.03007519,1.0,0.0,30.19028
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_16_222.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_16_222.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_16_222.jpg,-0.09774436,1.0,0.0,30.19005
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_01_13_377.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_01_13_377.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_01_13_377.jpg,0.09774436,1.0,0.0,30.19089
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_25_378.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_25_378.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_25_378.jpg,0.131579,1.0,0.0,30.18975
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_50_645.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_50_645.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_50_645.jpg,0.2105263,1.0,0.0,30.18785
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_00_571.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_00_571.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_00_571.jpg,0.05263158,1.0,0.0,30.19019
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_55_280.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_55_280.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_55_280.jpg,-0.131579,1.0,0.0,30.1906
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_58_36_456.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_58_36_456.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_58_36_456.jpg,0.03383459,1.0,0.0,30.19027
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_00_448.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_00_448.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_00_448.jpg,0.02631579,1.0,0.0,30.19013
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_30_695.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_30_695.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_30_695.jpg,-0.1992481,1.0,0.0,30.19011
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_11_841.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_11_841.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_11_841.jpg,0.003759398,1.0,0.0,30.19032
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_24_046.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_24_046.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_24_046.jpg,0.04887218,1.0,0.0,30.19032
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_10_904.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_10_904.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_10_904.jpg,-0.01879699,1.0,0.0,30.19046
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_01_06_090.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_01_06_090.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_01_06_090.jpg,0.1052632,1.0,0.0,30.19034
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_03_275.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_03_275.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_03_275.jpg,0.2481203,1.0,0.0,30.19146
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_43_265.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_43_265.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_43_265.jpg,-0.09774436,1.0,0.0,30.18956
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_58_32_869.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_58_32_869.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_58_32_869.jpg,0.03007519,1.0,0.0,30.19035
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_01_52_826.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_01_52_826.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_01_52_826.jpg,0.1203007,1.0,0.0,30.18847
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_16_794.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_16_794.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_16_794.jpg,-0.1917293,1.0,0.0,30.18735
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_57_308.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_57_308.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_57_308.jpg,-0.03759398,1.0,0.0,30.19033
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_55_502.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_55_502.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_55_502.jpg,-0.1015038,1.0,0.0,30.19061
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_53_536.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_53_536.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_53_536.jpg,0.07518797,1.0,0.0,30.1902
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_03_766.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_03_766.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_03_766.jpg,0.1917293,1.0,0.0,30.18719
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_32_306.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_32_306.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_32_306.jpg,0.04511278,1.0,0.0,30.19014
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_38_432.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_38_432.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_38_432.jpg,-0.1917293,1.0,0.0,30.18937
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_57_47_084.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_57_47_084.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_57_47_084.jpg,0.09022556,1.0,0.0,30.18985
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_49_468.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_49_468.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_49_468.jpg,-0.1616541,1.0,0.0,30.19075
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_16_944.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_16_944.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_16_944.jpg,-0.08270676,1.0,0.0,30.18943
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_57_54_687.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_57_54_687.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_57_54_687.jpg,-0.1390978,1.0,0.0,30.18342
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_29_928.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_29_928.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_29_928.jpg,-0.1992481,1.0,0.0,30.18967
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_38_214.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_38_214.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_38_214.jpg,-0.1917293,1.0,0.0,30.1887
