center,left,right,steering,throttle,brake,speed
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_05_266.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_05_266.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_05_266.jpg,0.0,1.0,0,30.19002
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_24_641.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_24_641.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_24_641.jpg,-0.15,1.0,0,30.18558
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_40_991.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_40_991.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_40_991.jpg,0.45,1.0,0,30.15421
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_23_503.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_23_503.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_23_503.jpg,-0.05,1.0,0,30.18977
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_09_080.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_09_080.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_09_080.jpg,0.0,1.0,0,30.19061
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_39_364.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_39_364.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_39_364.jpg,-0.05,1.0,0,30.19004
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_27_667.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_27_667.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_27_667.jpg,0.0,1.0,0,30.18982
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_02_054.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_02_054.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_02_054.jpg,-0.25,1.0,0,30.17807
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_59_838.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_59_838.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_59_838.jpg,0.2,1.0,0,30.18251
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_14_647.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_14_647.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_14_647.jpg,0.0,1.0,0,30.19021
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_03_913.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_03_913.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_03_913.jpg,0.15,1.0,0,30.18871
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_18_813.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_18_813.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_18_813.jpg,0.1,1.0,0,30.18768
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_04_607.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_04_607.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_04_607.jpg,-0.1,1.0,0,30.18764
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_19_56_363.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_19_56_363.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_19_56_363.jpg,-0.3,1.0,0,24.40139
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_02_655.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_02_655.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_02_655.jpg,0.45,1.0,0,30.15388
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_14_132.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_14_132.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_14_132.jpg,0.0,1.0,0,30.1903
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_57_062.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_57_062.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_57_062.jpg,-0.2,1.0,0,30.18006
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_22_558.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_22_558.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_22_558.jpg,-0.2,1.0,0,30.18449
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_19_54_906.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_19_54_906.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_19_54_906.jpg,-0.25,1.0,0,10.05292
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_17_530.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_17_530.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_17_530.jpg,0.0,1.0,0,30.1903
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_08_886.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_08_886.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_08_886.jpg,0.25,1.0,0,30.17552
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_35_277.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_35_277.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_35_277.jpg,0.05,1.0,0,30.1898
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_12_231.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_12_231.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_12_231.jpg,0.0,1.0,0,30.18995
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_43_507.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_43_507.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_43_507.jpg,0.15,1.0,0,30.18587
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_19_58_392.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_19_58_392.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_19_58_392.jpg,-0.15,1.0,0,30.18753
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_59_432.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_59_432.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_59_432.jpg,0.15,1.0,0,30.18444
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_41_824.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_41_824.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_41_824.jpg,-0.1,1.0,0,30.18872
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_14_301.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_14_301.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_14_301.jpg,0.0,1.0,0,30.18918
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_01_352.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_01_352.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_01_352.jpg,0.2,1.0,0,30.17957
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_35_126.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_35_126.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_35_126.jpg,0.0,1.0,0,30.19024
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_08_167.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_08_167.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_08_167.jpg,0.1,1.0,0,30.18754
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_09_102.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_09_102.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_09_102.jpg,0.0,1.0,0,30.19027
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_01_973.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_01_973.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_01_973.jpg,-0.15,1.0,0,30.18461
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_25_913.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_25_913.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_25_913.jpg,0.05,1.0,0,30.19032
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_28_450.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_28_450.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_28_450.jpg,0.0,1.0,0,30.19028
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_29_351.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_29_351.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_29_351.jpg,-0.25,1.0,0,30.17659
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_09_560.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_09_560.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_09_560.jpg,0.0,1.0,0,30.19026
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_06_267.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_06_267.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_06_267.jpg,0.0,1.0,0,30.19092
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_37_020.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_37_020.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_37_020.jpg,0.0,1.0,0,30.19007
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_04_362.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_04_362.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_04_362.jpg,0.0,1.0,0,30.19035
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_55_959.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_55_959.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_55_959.jpg,0.0,1.0,0,30.19031
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_53_818.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_53_818.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_53_818.jpg,0.0,1.0,0,30.1894
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_23_084.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_23_084.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_23_084.jpg,-0.05,1.0,0,30.19105
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_19_378.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_19_378.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_19_378.jpg,0.05,1.0,0,30.18967
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_34_821.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_34_821.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_34_821.jpg,0.15,1.0,0,30.18512
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_25_265.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_25_265.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_25_265.jpg,0.3,1.0,0,30.17155
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_27_113.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_27_113.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_27_113.jpg,0.35,1.0,0,30.16596
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_38_574.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_38_574.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_38_574.jpg,-0.15,1.0,0,30.18425
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_09_465.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_09_465.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_09_465.jpg,0.25,1.0,0,30.1766
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_18_017.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_18_017.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_18_017.jpg,0.25,1.0,0,30.17476
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_05_613.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_05_613.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_05_613.jpg,-0.1,1.0,0,30.1886
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_52_275.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_52_275.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_52_275.jpg,0.1,1.0,0,30.18813
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_42_891.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_42_891.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_42_891.jpg,0.0,1.0,0,30.18773
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_57_805.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_57_805.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_57_805.jpg,0.2,1.0,0,30.17986
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_19_879.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_19_879.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_19_879.jpg,-0.3,1.0,0,30.17471
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_41_987.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_41_987.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_41_987.jpg,0.0,1.0,0,30.1903
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_37_376.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_37_376.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_37_376.jpg,0.0,1.0,0,30.19032
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_57_296.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_57_296.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_57_296.jpg,-0.15,1.0,0,30.18392
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_34_561.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_34_561.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_34_561.jpg,0.0,1.0,0,30.19003
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_04_063.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_04_063.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_04_063.jpg,0.5000001,1.0,0,30.14923
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_37_163.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_37_163.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_37_163.jpg,0.2,1.0,0,30.17999
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_25_402.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_25_402.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_25_402.jpg,-0.25,1.0,0,30.17793
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_41_189.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_41_189.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_41_189.jpg,0.6500001,1.0,0,30.12642
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_13_054.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_13_054.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_13_054.jpg,-0.2,1.0,0,30.18243
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_03_336.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_03_336.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_03_336.jpg,0.1,1.0,0,30.18793
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_33_324.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_33_324.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_33_324.jpg,0.2,1.0,0,30.18228
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_03_543.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_03_543.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_03_543.jpg,0.45,1.0,0,30.15582
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_00_663.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_00_663.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_00_663.jpg,-0.2,1.0,0,30.18277
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_26_572.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_26_572.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_26_572.jpg,0.0,1.0,0,30.19057
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_19_619.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_19_619.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_19_619.jpg,0.0,1.0,0,30.19031
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_29_410.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_29_410.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_29_410.jpg,-0.1,1.0,0,30.18787
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_44_754.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_44_754.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_44_754.jpg,0.0,1.0,0,30.19022
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_58_054.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_58_054.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_58_054.jpg,0.0,1.0,0,30.18965
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_17_195.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_17_195.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_17_195.jpg,0.05,1.0,0,30.18968
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_34_583.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_34_583.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_34_583.jpg,0.2,1.0,0,30.18051
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_16_593.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_16_593.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_16_593.jpg,0.0,1.0,0,30.18851
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_35_487.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_35_487.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_35_487.jpg,0.1,1.0,0,30.18798
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_55_578.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_55_578.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_55_578.jpg,0.1,1.0,0,30.18833
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_06_897.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_06_897.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_06_897.jpg,-0.6500001,1.0,0,30.12993
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_38_907.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_38_907.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_38_907.jpg,0.1,1.0,0,30.19057
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_03_874.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_03_874.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_03_874.jpg,0.4,1.0,0,30.15714
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_05_567.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_05_567.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_05_567.jpg,0.2,1.0,0,30.18063
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_14_516.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_14_516.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_14_516.jpg,-0.15,1.0,0,30.18527
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_37_658.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_37_658.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_37_658.jpg,0.05,1.0,0,30.19004
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_15_231.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_15_231.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_15_231.jpg,-0.2,1.0,0,30.17992
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_42_851.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_42_851.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_42_851.jpg,0.05,1.0,0,30.19473
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_18_957.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_18_957.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_18_957.jpg,0.15,1.0,0,30.18438
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_55_467.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_55_467.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_55_467.jpg,0.2,1.0,0,30.18094
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_40_060.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_40_060.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_40_060.jpg,-0.6000001,1.0,0,30.13546
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_43_037.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_43_037.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_43_037.jpg,-0.1,1.0,0,30.18922
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_05_122.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_05_122.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_05_122.jpg,0.15,1.0,0,30.18606
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_32_822.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_32_822.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_32_822.jpg,0.2,1.0,0,30.18012
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_51_021.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_51_021.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_51_021.jpg,0.0,1.0,0,30.18998
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_59_806.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_59_806.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_59_806.jpg,0.1,1.0,0,30.18878
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_05_488.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_05_488.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_05_488.jpg,0.7500002,1.0,0,30.11523
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_30_667.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_30_667.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_30_667.jpg,0.25,1.0,0,30.17438
